gene_id,snp_density,expression_level,log_expression
AT1G01260,0.04136064940085041,13.454545454545457,1.1600044391622266
AT1G01270,0.09859154929577464,2.0,0.47712125471966244
AT1G01280,0.060625,1.0,0.3010299956639812
AT1G01290,0.05708430913348946,10.576363636363638,1.063572160369598
AT1G01300,0.07520621057738962,67.70370370370371,1.8369801497920775
AT1G01305,0.060064935064935064,2.2,0.505149978319906
AT1G01310,0.06659836065573771,89.30882352941175,1.9557301846759316
AT1G01320,0.041407982261640795,117.36363636363636,2.073218299073948
AT1G01340,0.029726996966632963,5.778181818181818,0.8311132141876999
AT1G01350,0.05874125874125874,23.12727272727273,1.3825082333701917
AT1G01355,0.07311827956989247,0.7000000000000001,0.23044892137827397
AT1G01360,0.05782312925170068,21.12727272727273,1.3449278887358211
AT1G01370,0.06332236842105263,5.079999999999999,0.7839035792727349
AT1G01380,0.055271713887598696,2.3925925925925924,0.5305317095088631
AT1G01390,0.06789953077560033,4.184615384615385,0.7147165442284831
AT1G01400,0.06485539000876424,0.2,0.07918124604762482
AT1G01410,0.059907834101382486,0.3,0.11394335230683679
AT1G01420,0.05975975975975976,8.284905660377358,0.9677774954332917
AT1G01430,0.058188643829188175,50.69272727272727,1.71342944585023
AT1G01440,0.05061946902654867,13.054545454545456,1.147816804424081
AT1G01448,0.06919945725915876,4.578181818181818,0.7464926657826995
AT1G01450,0.06161473087818697,0.16,0.06445798922691845
AT1G01453,0.06472868217054263,1.5303030303030305,0.4031725356057146
AT1G01460,0.052545155993431854,56.7,1.7611758131557314
AT1G01470,0.0861812778603269,138.29090909090908,2.1439227728454315
AT1G01480,0.06327077747989276,2.315686274509804,0.5205734314998054
AT1G01490,0.07668990603213095,46.88909090909091,1.680236592797196
AT1G01500,0.057029926595143984,21.23636363636364,1.3470637675420418
AT1G01510,0.04714828897338403,27.618181818181817,1.456642038528802
AT1G01520,0.050454803865832856,5.75686274509804,0.8297450970140734
AT1G01530,0.11772486772486772,0.3647058823529412,0.13503906351262576
AT1G01540,0.04909943251912164,59.38363636363636,1.7809192631274302
AT1G01550,0.0641998734977862,147.5909090909091,2.1719922397581626
AT1G01560,0.04078826764436297,4.936734693877551,0.7735476412185456
AT1G01570,0.06031363088057901,2.7945454545454544,0.5791597595712101
AT1G01580,0.04424940574145182,12.70566037735849,1.1368999659122396
AT1G01590,0.07033639143730887,1.1814814814814814,0.33875153062811425
AT1G01600,0.05170185264971995,13.943636363636363,1.1744562909532292
AT1G01610,0.04131799163179916,67.27777777777777,1.8342793777831479
AT1G01620,0.05179141539553033,432.5472727272727,2.6370364585948756
AT1G01630,0.060379918588873815,66.37037037037037,1.8284689349044962
AT1G01640,0.07232704402515723,8.559259259259258,0.9804242403848815
AT1G01650,0.03841152345703711,26.618181818181817,1.4411950843685424
AT1G01660,0.040722761596548,1.6444444444444444,0.4223344476171871
AT1G01670,0.04862525458248473,2.0666666666666664,0.4866665726258928
AT1G01680,0.05,3.74375,0.6761217932395556
AT1G01690,0.060767185719711354,7.033333333333333,0.904895787855206
AT1G01695,0.06469165659008465,0.58125,0.19900053851989316
AT1G04033,0.08839779005524862,0.3,0.11394335230683679
AT1G04037,0.0975609756097561,3.548,0.6578204560156972
AT1G01700,0.06545622759338499,2.1735849056603773,0.5015501218611044
AT1G01710,0.04691211401425178,31.036363636363635,1.5056432145817853
AT1G01715,0.07584830339321358,4.965454545454546,0.7756435408918039
AT1G01720,0.07757575757575758,45.69454545454545,1.669266152143304
AT1G01725,0.13271028037383178,14.036363636363635,1.1771428200583027
AT1G04047,0.09333333333333334,1.7608695652173914,0.4410458892743828
AT1G01730,0.0745393634840871,32.351851851851855,1.5231199529965649
AT1G01740,0.04579460439809567,5.479629629629629,0.811550182659938
AT1G01750,0.04690318701142514,3.630188679245283,0.6655986887901963
AT1G04053,0.046875,0.35,0.13033376849500614
AT1G01760,0.056799563080284,3.476363636363636,0.6509253591010536
AT1G01770,0.0529436679373147,14.654545454545454,1.1946404619594109
AT1G01780,0.04925053533190578,42.18181818181818,1.6353009244666414
AT1G01790,0.042460082791247786,57.29090909090909,1.7656008285238822
AT1G01800,0.055077452667814115,76.03818181818183,1.886706024432565
AT1G01810,0.07515337423312883,1.4574074074074077,0.39047716304146707
AT1G01820,0.06220095693779904,70.84,1.856366323659248
AT1G01830,0.054377224199288254,14.185185185185183,1.181420092560748
AT1G04067,0.07587548638132295,0.2,0.07918124604762482
AT1G01840,0.07673568818514007,0.541860465116279,0.1880450728251866
AT1G01860,0.0446866485013624,9.796363636363637,1.033277503765782
AT1G04073,0.04310344827586207,1.054545454545455,0.3127157539891759
AT1G01870,0.1388888888888889,2.0,0.47712125471966244
AT1G01880,0.04656206148743462,2.8036363636363637,0.5801989907009928
AT1G01890,0.18055555555555555,1.1666666666666667,0.3357921019231932
AT1G01900,0.06218809980806142,3.6222222222222222,0.6648508211874178
AT1G01910,0.03264016846538563,40.63636363636363,1.619472792845644
AT1G04083,0.058394160583941604,1.1972972972972973,0.3418888215270732
AT1G01920,0.04687658195808444,13.49090909090909,1.1610956319018684
AT1G01930,0.04727793696275072,12.836363636363636,1.1410219672763289
AT1G01940,0.0389908256880734,24.55555555555556,1.407485326578268
AT1G01950,0.027635447291054178,13.32909090909091,1.156218638011489
AT1G01960,0.027347781217750257,33.85272727272727,1.5422367678903524
AT1G01970,0.04156908665105386,28.53454545454545,1.4703302913237555
AT1G01980,0.06521739130434782,140.25,2.149988456491476
AT1G01990,0.06545209176788123,24.87272727272727,1.4128422105900404
AT1G02000,0.06468615237182558,39.018181818181816,1.602257353059104
AT1G02010,0.043281260566714004,7.965454545454546,0.9525723130368938
AT1G02020,0.05949207240072962,11.8,1.1072099696478683
AT1G02030,0.08622305529522024,0.4717391304347826,0.16783083700357027
AT1G02040,0.04863481228668942,4.076470588235295,0.7055618743369357
AT1G02050,0.04291287386215865,9.512727272727274,1.0217153978403952
AT1G02060,0.048561151079136694,6.125925925925926,0.8528413035428069
AT1G02065,0.05888594164456233,3.997619047619048,0.6987631481845
AT1G02067,0.058823529411764705,0.2,0.07918124604762482
AT1G02070,0.06734434561626429,2.006382978723404,0.4780443039128411
AT1G02080,0.035746201966041107,31.145454545454545,1.5071195711828105
AT1G02090,0.0729512079583136,33.70909090909091,1.540443238899423
AT1G02100,0.043907252096694625,43.52727272727272,1.6486260956304701
AT1G02110,0.048484848484848485,23.854545454545452,1.3954058250735784
AT1G02120,0.04280874653526332,58.949090909090906,1.7777826016774212
AT1G02130,0.05989110707803993,66.2,1.8273692730538253
AT1G04087,0.08653846153846154,0.8,0.25527250510330607
AT1G02140,0.047018348623853214,184.25454545454545,2.2677688727464185
AT1G02145,0.038674908860358216,19.90909090909091,1.320335150859368
AT1G02150,0.03186646433990895,94.31090909090908,1.9791426119377704
AT1G02160,0.04779411764705882,47.47272727272728,1.6854974555835966
AT1G02170,0.042185338865836794,38.87272727272728,1.6006759421832792
AT1G02180,0.08478260869565217,9.818181818181818,1.0341542762343057
AT1G02190,0.04744357438968217,13.204347826086956,1.1524212984578446
AT1G02205,0.05144540893525524,65.12545454545455,1.820368670387729
AT1G04093,0.06626506024096386,0.4137931034482759,0.1503858588207794
AT1G02210,0.08365019011406843,3.0,0.6020599913279624
AT1G02220,0.08207070707070707,12.592592592592592,1.133302300093102
AT1G02230,0.11958041958041958,1.6673076923076924,0.4260731174384857
AT1G02250,0.046848381601362864,0.2708333333333333,0.10408859763517979
AT1G02260,0.06826276216857935,11.874545454545457,1.109731904892457
AT1G02270,0.06012024048096192,20.98363636363636,1.3420995316743856
AT1G02280,0.03800675675675676,108.31636363636365,2.0386851766345293
AT1G02290,0.053824362606232294,9.851851851851851,1.0355038561951222
AT1G02300,0.07152682255845942,23.553703703703704,1.3901170107873515
AT1G02305,0.06446991404011461,99.38181818181818,2.0016550576458942
AT1G04097,0.10377358490566038,0.4928571428571429,0.174018250432816
AT1G02310,0.0704830053667263,1.908695652173913,0.4636982817502302
AT1G04103,0.09909228441754916,0.2444444444444444,0.09497551323085675
AT1G02330,0.07076663858466722,39.56363636363636,1.608136880789594
AT1G02335,0.06983805668016195,18.0,1.2787536009528289
AT1G02340,0.06530898876404495,12.083333333333334,1.116718406361609
AT1G02350,0.06443914081145585,8.381818181818181,0.9722870121329674
AT1G02360,0.07523782069760739,23.375,1.3869446243705745
AT1G02370,0.07056451612903226,8.24074074074074,0.9657067858004214
AT1G02380,0.07387661843107388,4.547272727272727,0.7440795181481632
AT1G02390,0.05888030888030888,4.313725490196078,0.7253991147764693
AT1G02400,0.046398891966759004,20.60185185185185,1.3344909833068028
AT1G02405,0.08233731739707835,0.9363636363636364,0.2869869182805127
AT1G02410,0.0623279098873592,20.83636363636364,1.3391803179086623
AT1G02420,0.048716260697827515,1.0653846153846154,0.3150009377287376
AT1G04117,0.05649350649350649,0.2363636363636363,0.09214622321199246
AT1G02430,0.06159209761766415,0.7416666666666667,0.24096504006342917
AT1G04123,0.0594059405940594,0.36,0.13353890837021748
AT1G02440,0.06871868289191124,0.5704545454545454,0.19602537088801095
AT1G02450,0.0707395498392283,7.946666666666667,0.9516612567772921
AT1G02460,0.046792088760250844,2.8703703703703702,0.5877525262880855
AT1G02470,0.07364114552893045,6.5442307692307695,0.8776149644947367
AT1G02475,0.0443213296398892,59.27777777777778,1.7801572330812423
AT1G02490,0.06734006734006734,1.4,0.38021124171160603
AT1G02500,0.056200366524129505,430.3090909090909,2.634788612076035
AT1G02510,0.07103321033210332,0.4125,0.14998845649147616
AT1G02520,0.05056980056980057,6.094444444444444,0.8509183921601092
AT1G02530,0.07683982683982683,0.791111111111111,0.2531225280297469
AT1G02540,0.0860091743119266,0.7,0.2304489213782739
AT1G02550,0.06456043956043957,0.4499999999999999,0.16136800223497488
AT1G02560,0.04149659863945578,267.00545454545454,2.428143633039557
AT1G02570,0.06937561942517344,1.7121212121212122,0.4333090954380245
AT1G02575,0.06405353728489484,0.8714285714285713,0.2721732556415074
AT1G02580,0.061758294986679584,0.4594594594594595,0.1641920357559735
AT1G04127,0.08333333333333333,0.6846153846153845,0.22650076253328152
AT1G02590,0.09398496240601503,0.5,0.17609125905568124
AT1G02610,0.08007507037847983,7.277777777777778,0.917913763308968
AT1G02620,0.09420289855072464,1.0232558139534884,0.306050797039032
AT1G04133,0.09738717339667459,0.1,0.04139268515822508
AT1G04137,0.09689922480620156,0.2666666666666666,0.1026623418971477
AT1G02630,0.05409399940880875,1.2714285714285716,0.3562990843061946
AT1G02640,0.049132947976878616,20.412727272727277,1.330671985559908
AT1G02650,0.09183400267737617,0.938181818181818,0.2873945151963096
AT1G02660,0.07719421924568205,20.509090909090908,1.3326220551336865
AT1G02670,0.05173050868333538,1.488888888888889,0.39600550889483793
AT1G02680,0.08102108768035517,21.73090909090909,1.3566168050725407
AT1G04143,0.06426735218508997,0.5,0.17609125905568124
AT1G02690,0.054754338792471276,17.294545454545457,1.2623216234954855
AT1G02700,0.10782865583456426,1.6309090909090909,0.42010584162479364
AT1G02705,0.08490566037735849,4.73921568627451,0.7588525463358556
AT1G02720,0.05791313030454318,8.774545454545455,0.990096570551525
AT1G02730,0.046914839367669554,30.81111111111111,1.5025788385822738
AT1G02740,0.06748071979434447,10.569090909090908,1.0632992337419804
AT1G02750,0.08164326573062923,16.88888888888889,1.2525833665925248
AT1G02770,0.09698451507742462,1.2224489795918367,0.34683179972726136
AT1G02780,0.07518115942028986,1036.090909090909,3.0158168273495654
AT1G02790,0.055291319857312726,1431.322222222222,3.1560407299768354
AT1G02800,0.05399449035812672,8.683333333333334,0.9860248820066871
AT1G02810,0.06572769953051644,8.522641509433962,0.9787574351328968
AT1G02813,0.09370199692780339,1.24,0.35024801833416286
AT1G02816,0.0712054965646471,17.836363636363636,1.2749970659149703
AT1G02820,0.08476658476658476,30.87222222222222,1.503412344779135
AT1G02830,0.12641083521444696,0.3666666666666667,0.13566260200007307
AT1G02840,0.05791650996615269,96.10909090909092,1.9872598884748935
AT1G02850,0.05782312925170068,30.303703703703704,1.4955957242212885
AT1G02860,0.04389406571848946,15.710909090909093,1.2230000766094924
AT1G04147,0.039711191335740074,1.0702702702702702,0.3160270455656089
AT1G02870,0.0533175355450237,38.31090909090909,1.5945130872848607
AT1G04153,0.07625272331154684,0.4058823529411764,0.14794897956986372
AT1G02880,0.05309291259704483,16.71090909090909,1.24824085385142
AT1G02890,0.045946274462136866,40.8,1.6211762817750353
AT1G02900,0.059788980070339975,42.30925925925926,1.6365807558294196
AT1G02910,0.060780163289990925,51.73272727272728,1.7220802330964307
AT1G02920,0.06115702479338843,109.83962264150944,2.044695038537575
AT1G02930,0.05574572127139364,132.4037037037037,2.125167887119904
AT1G02940,0.052481460353679406,0.7851063829787235,0.25166410289298285
AT1G02950,0.040710264183629274,6.071698113207548,0.8495237126149516
AT1G02952,0.06231454005934718,0.2222222222222222,0.0871501757189002
AT1G02960,0.05482739523721617,15.5,1.2174839442139063
AT1G02965,0.08488612836438923,0.27,0.10380372095595687
AT1G02970,0.06359300476947535,3.74,0.6757783416740851
AT1G02980,0.0446985446985447,0.2806451612903226,0.10742881292884242
AT1G02990,0.04495756272932805,9.465454545454548,1.0197580957703238
AT1G03000,0.03717245581962218,15.110909090909091,1.2071200470626748
AT1G03010,0.05399942246606988,1.148148148148148,0.3320642294039499
AT1G03020,0.041666666666666664,3.4166666666666665,0.6450946235531642
AT1G03030,0.05878378378378379,17.076363636363638,1.2571110693087366
AT1G03040,0.04250269687162891,43.0925925925926,1.6443656355819114
AT1G03050,0.04959422903516682,115.25238095238096,2.0654018563911674
AT1G03055,0.05438510534051935,6.738461538461538,0.8886546284130717
AT1G03060,0.029666838399450456,12.345454545454546,1.1253333704218267
AT1G03070,0.045879354290569246,2.4596153846153848,0.5390278197107522
AT1G03080,0.03998876720022466,34.092592592592595,1.5452154544811227
AT1G03090,0.03785428951873692,29.37818181818182,1.4825617770988397
AT1G04157,0.0625,0.975,0.29556709996247904
AT1G03100,0.04580965909090909,0.9574074074074076,0.29168122748445785
AT1G03103,0.0565149136577708,0.3999999999999999,0.146128035678238
AT1G03106,0.15755627009646303,0.924242424242424,0.2842597854140881
AT1G03110,0.04530950861518826,15.309090909090909,1.2124297535498483
AT1G03120,0.06520031421838178,1.8557692307692308,0.455723110018432
AT1G03130,0.048167539267015703,1134.418181818182,3.05515584444293
AT1G03140,0.029658284977433915,49.45454545454545,1.7029002979644512
AT1G03150,0.0647571606475716,30.98181818181818,1.5049031499632175
AT1G04167,0.06046511627906977,0.25,0.09691001300805642
AT1G03160,0.03426791277258567,33.51851851851852,1.538052148194994
AT1G03165,0.04424778761061947,1.3348837209302329,0.36826525722941406
AT1G04173,0.0297029702970297,1.1357142857142857,0.3295431526461916
AT1G03170,0.06975736568457538,3.8098039215686272,0.6821273721084493
AT1G03180,0.0519394261424017,3.9472727272727273,0.6943658522855138
AT1G03190,0.03107129241326725,7.555555555555555,0.932248215733157
AT1G04177,0.08278145695364239,0.2,0.07918124604762482
AT1G03200,0.10392609699769054,4.58125,0.7467314762326216
AT1G03210,0.031473533619456366,24.8,1.4116197059632303
AT1G03220,0.10317460317460317,169.63818181818183,2.2320762149769
AT1G03230,0.12145532370251472,39.10909090909091,1.603242818609928
AT1G03240,0.13577981651376148,0.7225806451612903,0.23617956319428376
AT1G03250,0.0636956064746689,29.854545454545452,1.489319152823432
AT1G03260,0.042538354253835425,11.309090909090909,1.0902259791909004
AT1G03270,0.03881278538812785,4.5,0.7403626894942439
AT1G03280,0.041336993379622156,29.854545454545452,1.489319152823432
AT1G03290,0.051238171934769476,12.167272727272728,1.119495830986749
AT1G03310,0.0393469387755102,28.365454545454543,1.4678367276395532
AT1G03320,0.06580829756795423,0.5279069767441861,0.1840969139801943
AT1G03330,0.04792746113989637,58.25818181818182,1.772748322161845
AT1G03340,0.045938748335552594,2.844444444444445,0.5848335893534518
AT1G03350,0.03665207877461707,43.96363636363636,1.6528614268670534
AT1G03360,0.05235204855842185,17.856363636363636,1.2754579447678254
AT1G03365,0.03780012978585334,10.827272727272728,1.0728846114033612
AT1G03370,0.030468169432747088,17.527272727272727,1.2678114945121826
AT1G03380,0.03545759463344514,19.832727272727272,1.3187461284193498
AT1G03390,0.034657039711191336,0.12,0.04921802267018165
AT1G03400,0.06002875629043854,24.07592592592593,1.399256978266573
AT1G03410,0.07552721922511035,2.005660377358491,0.4779399062003425
AT1G04183,0.10967098703888335,0.13,0.05307844348341968
AT1G03430,0.10160847391133777,20.925925925925927,1.3409579425639324
AT1G03440,0.06011183597390494,12.48148148148148,1.1297376194900686
AT1G03445,0.04359516036105243,0.3473684210526315,0.12948636435902058
AT1G03457,0.07160940325497288,11.592727272727274,1.1001197977191983
AT1G03470,0.04775059194948698,10.461818181818185,1.059253514987255
AT1G03475,0.03112391930835735,182.96545454545452,2.264736277852823
AT1G03490,0.0665083135391924,0.25,0.09691001300805642
AT1G03495,0.04885496183206107,6.825454545454545,0.8935095731640889
AT1G04187,0.09774436090225563,5.257446808510638,0.7963971665713518
AT1G04193,0.05172413793103448,5.113513513513513,0.7862908765224415
AT1G03502,0.017699115044247787,0.8400000000000001,0.2648178230095365
AT1G03506,0.03488372093023256,6.076744186046512,0.8498334967785806
AT1G04197,0.08333333333333333,2.9148936170212765,0.592719965073819
AT1G03510,0.03267528931245745,2.1944444444444446,0.5043953395863244
AT1G03520,0.029728199320498302,10.274545454545455,1.052099041852707
AT1G03530,0.040781357093899934,12.365454545454543,1.125983733255358
AT1G03540,0.028526970954356846,2.1833333333333336,0.5028821168640839
AT1G03550,0.038368891947694425,2.677777777777778,0.5655854843363939
AT1G03545,0.043937892302609846,0.5191489361702127,0.18160035384045695
AT1G03560,0.03893881044073599,7.82,0.9454685851318197
AT1G03590,0.03976502485314053,24.385454545454547,1.4045849441761298
AT1G03600,0.06468797564687975,293.42,2.4689673083645594
AT1G03610,0.056706369756602794,26.672727272727272,1.4420519629403101
AT1G03620,0.04654094392900363,2.916981132075472,0.5929514795756312
AT1G03630,0.05861850443599493,166.65454545454546,2.224415332528132
AT1G03640,0.1111111111111111,1.0,0.3010299956639812
AT1G03650,0.07078651685393259,5.674545454545455,0.8244216950097429
AT1G03660,0.05644714997232983,2.422641509433962,0.5343614131232874
AT1G03670,0.05357142857142857,0.2571428571428571,0.09938463213591178
AT1G03680,0.04502617801047121,395.4181818181818,2.598153565294122
AT1G03687,0.05404463040446304,14.654545454545454,1.1946404619594109
AT1G03700,0.0539568345323741,3.252777777777778,0.6286726899309738
AT1G03710,0.058857472590882864,4.33469387755102,0.7271095032160118
AT1G03720,0.07217694994179279,2.483333333333334,0.5419950357274105
AT1G04207,0.09004739336492891,0.8,0.25527250510330607
AT1G03730,0.05433070866141732,13.592592592592592,1.1641324576665868
AT1G03740,0.044769085768143264,30.1,1.4927603890268375
AT1G03743,0.05,81.95714285714286,1.9188537860190673
AT1G03746,0.05952380952380952,35.69500000000001,1.5646068920356475
AT1G03750,0.03429602888086643,4.810909090909092,0.76424408114771
AT1G03760,0.056851311953352766,12.10909090909091,1.1175725752251853
AT1G03770,0.0352356855027645,5.601818181818182,0.8196635594186484
AT1G03780,0.03971260613977792,12.987272727272726,1.1457330429435035
AT1G03790,0.061488673139158574,2.5457142857142854,0.5497037371484541
AT1G03800,0.06098514464425332,0.7055555555555556,0.23186587037388046
AT1G03810,0.03488372093023256,0.2749999999999999,0.10551018476997394
AT1G03820,0.052397868561278864,28.96296296296296,1.4765847574532849
AT1G03830,0.04335004423473902,7.964814814814815,0.9525413228179211
AT1G03840,0.03934987168520103,3.513207547169812,0.6544853057155843
AT1G03850,0.051553205551883675,17.30181818181818,1.2624942365668768
AT1G03860,0.030222437137330756,69.13272727272728,1.8459207277689662
AT1G03870,0.043852106620808254,182.6296296296296,2.2639427582728153
AT1G03880,0.029465930018416207,0.3571428571428571,0.13262556527459096
AT1G03890,0.03430079155672823,0.2333333333333333,0.09108046934733258
AT1G03900,0.029935275080906147,113.12727272727273,2.057389439156467
AT1G03905,0.04923626909327267,4.541818181818181,0.743652273173319
AT1G03910,0.032174260591526775,37.74181818181818,1.5881799986185483
AT1G03920,0.04391526209989176,4.909433962264152,0.7715458837851168
AT1G03930,0.05571725571725572,27.818181818181817,1.4596665770595265
AT1G04217,0.04195804195804196,8.970588235294118,0.9987207811608271
AT1G03935,0.046511627906976744,17.429166666666667,1.2655056976579977
AT1G04223,0.04310344827586207,9.36595744680851,1.0156094216891014
AT1G03940,0.06364110589462701,5.325925925925926,0.801124102193999
AT1G03950,0.06422924901185771,21.24909090909091,1.3473122705425131
AT1G03960,0.06024764368878211,8.0,0.9542425094393249
AT1G03970,0.04289318755256518,19.952727272727277,1.3212405601141315
AT1G03980,0.039073305670816044,0.7791666666666668,0.25021663331341787
AT1G03982,0.07226107226107226,0.2,0.07918124604762482
AT1G03990,0.034019319613607726,2.76,0.5751878449276611
AT1G04000,0.06398104265402843,15.363636363636363,1.213879819945081
AT1G04010,0.035431586882774216,6.447272727272727,0.8719972584735305
AT1G04020,0.04108175061932287,9.438888888888888,1.0186542749972196
AT1G04030,0.043697978596908445,6.812727272727273,0.8928026641896594
AT1G04040,0.04709141274238227,121.55555555555556,2.0883330030008658
AT1G04237,0.050505050505050504,1.2256410256410255,0.3474551181499927
AT1G04050,0.057329552459622735,2.636363636363636,0.5606673061697373
AT1G04070,0.036284470246734396,15.316363636363636,1.2126233757028115
AT1G04080,0.03612883388423399,51.57818181818182,1.7208055638931392
AT1G04090,0.051233396584440226,1.0471698113207548,0.31115386858375926
AT1G04100,0.054447852760736194,3.5636363636363635,0.6593110319867943
AT1G04105,0.0575,0.2,0.07918124604762482
AT1G04110,0.02746815286624204,5.024,0.7798849631926441
AT1G04120,0.02562680958541243,31.98181818181818,1.5182745932298327
AT1G04243,0.019417475728155338,0.55,0.1903316981702915
AT1G04130,0.04758064516129032,10.42,1.0576661039098292
AT1G04140,0.03240815016845821,55.58181818181818,1.7526768988234074
AT1G04150,0.036395656002348106,0.5904761904761905,0.20152717207764523
AT1G04160,0.037215116838157515,5.674545454545455,0.8244216950097429
AT1G04170,0.0359358841778697,86.47272727272727,1.9418726674083202
AT1G04180,0.06557377049180328,2.459090909090909,0.5389619759483666
AT1G04190,0.058865248226950356,35.78363636363636,1.5656546605898745
AT1G04200,0.03854078293540177,17.765454545454546,1.2733590885568191
AT1G04210,0.035705368289637954,26.78181818181818,1.4437606647454273
AT1G04220,0.042605288932419196,6.412962962962963,0.8699918302821367
AT1G04247,0.061712299000434595,1.3454545454545457,0.37022702080500514
AT1G04230,0.037246722288438616,8.963636363636363,0.9984178689901253
AT1G04240,0.039401103230890466,23.46296296296296,1.3885090577915586
AT1G04253,0.06386066763425254,0.5,0.17609125905568124
AT1G04250,0.042682926829268296,63.47636363636364,1.8094005359745422
AT1G04260,0.0552099533437014,16.98181818181818,1.2548336021029356
AT1G04270,0.05964912280701754,518.3909090909091,2.7154943438951213
AT1G04280,0.059938208032955714,24.296296296296298,1.4030569395225452
AT1G04290,0.06955922865013774,4.274545454545454,0.7221850393084203
AT1G04300,0.04828239753612888,36.47272727272728,1.5737153022849693
AT1G04310,0.058846918489065606,7.6018181818181825,0.9345902585543214
AT1G04320,0.14285714285714285,0.3,0.11394335230683679
AT1G04330,0.08802308802308802,2.2416666666666667,0.510768355278083
AT1G04340,0.07795957651588066,31.945454545454545,1.5177955038465505
AT1G04350,0.04750363548230732,34.19818181818182,1.5465202303325436
AT1G04360,0.058419243986254296,4.425925925925926,0.7344738605311409
AT1G04370,0.03537414965986395,0.305,0.11561051167429974
AT1G04380,0.088659793814433,0.2837209302325581,0.10847062214961235
AT1G04257,0.035856573705179286,0.65,0.21748394421390627
AT1G04390,0.05349913244650087,5.8,0.8325089127062363
AT1G04400,0.06012221565148827,94.84,1.9815468050452363
AT1G04410,0.05417185554171856,760.3563636363637,2.881587982046241
AT1G04420,0.054866100587851074,103.36363636363636,2.0185492029037295
AT1G04425,0.15198237885462554,14.2,1.1818435879447726
AT1G04430,0.04815451779335891,82.98181818181818,1.9241852727523028
AT1G04440,0.050982030923526954,46.31818181818182,1.67502804868833
AT1G04445,0.0553918680023571,0.475,0.16879202031418183
AT1G04450,0.04467680608365019,23.685714285714287,1.3924456981286177
AT1G04455,0.04815864022662889,1.6285714285714283,0.41971978299527957
AT1G04470,0.05268996117581808,107.74285714285712,2.036400739600726
AT1G04263,0.11,51.142857142857146,1.717194824442218
AT1G04480,0.05982905982905983,249.01818181818183,2.3979715925767753
AT1G04267,0.11510791366906475,5.270833333333333,0.7973252582182562
AT1G04273,0.1048951048951049,22.14313725490196,1.3644222310262397
AT1G04277,0.02857142857142857,14.21764705882353,1.1823475073382694
AT1G04490,0.056688244902897936,1.2396226415094342,0.3501748493538022
AT1G04500,0.04822182037371911,1.7218749999999998,0.4348681766877572
AT1G04510,0.04760753987433543,45.123636363636365,1.6639235395247884
AT1G04520,0.051118210862619806,21.185185185185187,1.3460630582303241
AT1G04530,0.061224489795918366,66.42592592592592,1.8288269191109752
AT1G04540,0.06298568507157465,36.49090909090909,1.5739259714532539
AT1G04550,0.054419284149013876,25.40181818181818,1.421633835928202
AT1G04555,0.06281661600810537,10.110909090909091,1.0457495942255828
AT1G04560,0.06572769953051644,1.7,0.43136376415898736
AT1G04570,0.035739814152966405,2.2854545454545456,0.516595463066688
AT1G04580,0.03308663474096648,1.78,0.44404479591807633
AT1G04590,0.05762217359591539,25.396363636363635,1.421544102573035
AT1G04600,0.03878406708595388,1.274,0.35679046035171597
AT1G04610,0.057029926595143984,2.5909090909090904,0.5552044104682351
AT1G04620,0.044938719927371765,26.25090909090909,1.4353809949275165
AT1G04625,0.10635538261997406,0.44,0.15836249209524964
